['neg', 'pos']
425, 0
426, 1
427, 0
428, 0
429, 0
430, 1
431, 1
432, 1
433, 1
434, 1
435, 0
436, 0
437, 0
438, 0
439, 0
440, 1
441, 1
442, 0
443, 0
444, 0
445, 0
446, 0
447, 1
448, 1
449, 1
450, 1
451, 0
452, 1
453, 0
454, 1
455, 1
456, 1
457, 1
458, 1
459, 0
460, 1
461, 0
462, 1
463, 1
464, 0
465, 1
466, 1
467, 0
468, 1
469, 0
470, 0
471, 1
472, 1
473, 1
474, 1
475, 1
476, 1
477, 0
478, 1
479, 0
480, 1
481, 0
482, 1
483, 1
484, 1
485, 0
486, 1
487, 1
488, 0
489, 1
490, 1
491, 1
492, 0
493, 0
494, 0
495, 1
496, 0
497, 0
498, 0
499, 1
500, 0
501, 0
502, 0
503, 1
504, 1
505, 1
506, 0
507, 1
508, 1
509, 1
510, 1
511, 0
512, 0
513, 1
514, 0
515, 1
516, 1
517, 0
518, 0
519, 0
520, 0
521, 0
522, 1
523, 1
524, 1
525, 1
526, 1
527, 1
528, 1
529, 0
530, 0
531, 1
532, 0
533, 1
534, 1
535, 1
536, 1
537, 0
538, 1
539, 1
540, 0
541, 1
542, 1
543, 0
544, 0
545, 1
546, 1
547, 1
548, 0
549, 0
550, 1
551, 1
552, 0
553, 0
554, 1
555, 0
556, 0
557, 1
558, 0
559, 0
560, 1
561, 0
562, 1
563, 1
564, 1
565, 1
566, 0
567, 1
568, 0
569, 0
570, 1
571, 0
572, 1
573, 1
574, 1
575, 0
576, 0
577, 0
578, 1
579, 0
580, 0
581, 1
582, 1
583, 0
584, 0
585, 1
586, 1
587, 0
588, 1
589, 0
590, 0
591, 1
592, 0
593, 0
594, 0
595, 0
596, 0
597, 1
598, 0
599, 0
600, 0
601, 0
602, 0
603, 0
604, 1
605, 1
606, 1
607, 0
608, 0
609, 0
610, 0
611, 1
612, 0
613, 1
614, 1
615, 1
616, 0
617, 1
618, 1
619, 1
620, 0
621, 1
622, 0
623, 0
624, 0
625, 0
626, 0
627, 0
628, 0
629, 1
630, 0
631, 0
632, 1
633, 0
634, 1
635, 0
636, 1
637, 0
638, 0
639, 1
640, 1
641, 0
642, 0
643, 1
644, 0
645, 1
646, 0
647, 0
648, 1
649, 0
650, 0
651, 0
652, 1
653, 1
654, 1
655, 0
656, 0
657, 0
658, 0
659, 1
660, 1
661, 0
662, 0
663, 0
664, 1
665, 1
666, 1
667, 0
668, 1
669, 1
670, 1
671, 0
672, 1
673, 1
674, 1
675, 1
676, 0
677, 1
678, 0
679, 1
680, 1
681, 0
682, 0
683, 1
684, 0
685, 0
686, 0
687, 0
688, 0
689, 1
690, 1
691, 1
692, 0
693, 0
694, 0
695, 1
696, 0
697, 1
698, 1
699, 1
700, 1
701, 0
702, 1
703, 1
704, 0
705, 0
706, 1
707, 1
708, 0
709, 1
710, 0
711, 1
712, 0
713, 0
714, 1
715, 1
716, 1
717, 1
718, 1
719, 1
720, 0
721, 0
722, 1
723, 1
724, 1
725, 0
726, 1
727, 0
728, 0
729, 1
730, 1
731, 0
732, 1
733, 0
734, 0
735, 0
736, 0
737, 0
738, 1
739, 0
740, 0
741, 1
742, 1
743, 1
744, 0
745, 0
746, 1
747, 0
748, 1
749, 0
750, 1
751, 1
752, 1
753, 1
754, 0
755, 1
756, 0
757, 0
758, 1
759, 0
760, 0
761, 0
762, 1
763, 0
764, 0
765, 0
766, 1
767, 1
768, 0
769, 0
770, 0
771, 0
772, 0
773, 1
774, 0
775, 0
776, 0
777, 0
778, 1
779, 1
780, 1
781, 1
782, 1
783, 1
784, 1
785, 1
786, 1
787, 0
788, 1
789, 1
790, 0
791, 0
792, 1
793, 0
794, 0
795, 0
796, 0
797, 0
798, 0
799, 0
800, 1
801, 0
802, 0
803, 1
804, 0
805, 1
806, 1
807, 1
808, 0
809, 0
810, 0
811, 1
812, 1
813, 1
814, 0
815, 0
816, 1
817, 1
818, 1
819, 0
820, 1
821, 1
822, 1
823, 1
824, 0
825, 1
826, 1
827, 0
828, 1
829, 0
830, 1
831, 0
832, 0
833, 0
834, 0
835, 1
836, 0
837, 1
838, 1
839, 0
840, 0
841, 0
842, 1
843, 1
844, 0
845, 1
846, 0
847, 1
848, 1
849, 0
850, 0
851, 1
852, 1
853, 0
854, 0
855, 0
856, 0
857, 1
858, 0
859, 1
860, 1
861, 1
862, 0
863, 1
864, 1
865, 1
866, 0
867, 1
868, 1
869, 0
870, 1
871, 0
872, 1
873, 0
874, 1
875, 0
876, 1
877, 1
878, 0
879, 1
880, 1
881, 0
882, 1
883, 0
884, 1
885, 0
886, 0
887, 0
888, 1
889, 0
890, 0
891, 0
892, 1
893, 0
894, 1
895, 1
896, 1
897, 1
898, 1
899, 0
900, 0
901, 1
902, 0
903, 1
904, 0
905, 1
906, 1
907, 1
908, 1
909, 0
910, 0
911, 1
912, 1
913, 1
914, 1
915, 0
916, 0
917, 1
918, 1
919, 1
920, 1
921, 1
922, 0
923, 1
924, 0
925, 1
926, 0
927, 1
928, 1
929, 1
930, 1
931, 0
932, 1
933, 0
934, 1
935, 1
936, 1
937, 0
938, 1
939, 0
940, 1
941, 0
942, 1
943, 0
944, 1
945, 0
946, 0
947, 1
948, 0
949, 1
950, 0
951, 0
952, 0
953, 0
954, 1
955, 1
956, 0
957, 1
958, 0
959, 0
960, 1
961, 1
962, 1
963, 0
964, 0
965, 1
966, 0
967, 0
968, 1
969, 0
970, 0
971, 1
972, 0
973, 0
974, 1
975, 0
976, 1
977, 0
978, 1
979, 1
980, 0
981, 1
982, 1
983, 1
984, 0
985, 0
986, 0
987, 0
988, 1
989, 0
990, 0
991, 1
992, 1
993, 1
994, 1
995, 0
996, 1
997, 1
998, 0
999, 0
1000, 1
1001, 1
1002, 0
1003, 1
1004, 1
1005, 1
1006, 0
1007, 0
1008, 1
1009, 0
1010, 1
1011, 1
1012, 0
1013, 0
1014, 1
1015, 0
1016, 0
1017, 1
1018, 1
1019, 1
1020, 1
1021, 1
1022, 1
1023, 0
1024, 0
1025, 1
1026, 0
1027, 1
1028, 1
1029, 0
1030, 1
1031, 0
1032, 1
1033, 1
1034, 1
1035, 0
1036, 0
1037, 1
1038, 0
1039, 0
1040, 1
1041, 1
1042, 0
1043, 0
1044, 0
1045, 1
1046, 0
1047, 0
1048, 1
1049, 1
1050, 0
1051, 0
1052, 0
1053, 1
1054, 1
1055, 0
1056, 1
1057, 0
1058, 1
1059, 1
1060, 1
1061, 0
1062, 0
1063, 1
1064, 0
1065, 1
1066, 0
1067, 1
1068, 1
1069, 1
1070, 1
1071, 1
1072, 0
1073, 0
1074, 1
1075, 1
1076, 1
1077, 1
1078, 0
1079, 0
1080, 1
1081, 0
1082, 0
1083, 0
1084, 0
1085, 0
1086, 1
1087, 1
1088, 1
1089, 0
1090, 1
1091, 0
1092, 0
1093, 0
1094, 0
1095, 0
1096, 1
1097, 0
1098, 0
1099, 0
1100, 1
1101, 0
1102, 0
1103, 0
1104, 0
1105, 0
1106, 0
1107, 0
1108, 1
1109, 0
1110, 1
1111, 1
1112, 0
1113, 1
1114, 0
1115, 0
1116, 0
1117, 0
1118, 1
1119, 1
1120, 1
1121, 0
1122, 1
1123, 1
1124, 1
1125, 1
1126, 0
1127, 1
1128, 1
1129, 0
1130, 0
1131, 0
1132, 1
1133, 1
1134, 0
1135, 1
1136, 0
1137, 1
1138, 1
1139, 0
1140, 0
1141, 0
1142, 0
1143, 0
1144, 1
1145, 1
1146, 1
1147, 1
1148, 0
1149, 0
1150, 1
1151, 0
1152, 0
1153, 0
1154, 1
1155, 0
1156, 1
1157, 0
1158, 1
1159, 1
1160, 1
1161, 1
1162, 1
1163, 1
1164, 1
1165, 0
1166, 0
1167, 0
1168, 0
1169, 1
1170, 0
1171, 1
1172, 1
1173, 0
1174, 1
1175, 0
1176, 1
1177, 1
1178, 1
1179, 0
1180, 1
1181, 0
1182, 0
1183, 1
1184, 0
1185, 1
1186, 0
1187, 1
1188, 0
1189, 1
1190, 0
1191, 0
1192, 1
1193, 1
1194, 1
1195, 1
1196, 0
1197, 1
1198, 0
1199, 0
1200, 1
1201, 1
1202, 0
1203, 0
1204, 1
1205, 0
1206, 0
1207, 0
1208, 1
1209, 1
1210, 1
1211, 1
1212, 1
1213, 1
1214, 0
1215, 1
1216, 0
1217, 0
1218, 0
1219, 0
1220, 1
1221, 0
1222, 0
1223, 1
1224, 1
1225, 0
1226, 0
1227, 0
1228, 0
1229, 0
1230, 0
1231, 1
1232, 0
1233, 0
1234, 1
1235, 1
1236, 0
1237, 0
1238, 0
1239, 1
1240, 1
1241, 0
1242, 0
1243, 0
1244, 0
1245, 1
1246, 0
1247, 0
1248, 1
1249, 1
1250, 0
1251, 0
1252, 0
1253, 1
1254, 0
1255, 0
1256, 0
1257, 1
1258, 1
1259, 1
1260, 0
1261, 1
1262, 0
1263, 1
1264, 0
1265, 0
1266, 0
1267, 0
1268, 1
1269, 0
1270, 1
1271, 0
1272, 1
1273, 0
1274, 0
1275, 0
1276, 0
1277, 1
1278, 0
1279, 0
1280, 1
1281, 1
1282, 0
1283, 0
1284, 1
1285, 1
1286, 1
1287, 0
1288, 1
1289, 0
1290, 0
1291, 1
1292, 1
1293, 0
1294, 0
1295, 1
1296, 0
1297, 1
1298, 1
1299, 0
1300, 1
1301, 1
1302, 1
1303, 1
1304, 1
1305, 1
1306, 1
1307, 1
1308, 0
1309, 0
1310, 0
1311, 1
1312, 1
1313, 0
1314, 0
1315, 1
1316, 1
1317, 0
1318, 1
1319, 1
1320, 0
1321, 1
1322, 1
1323, 1
1324, 0
1325, 0
1326, 0
1327, 0
1328, 1
1329, 0
1330, 1
1331, 0
1332, 1
1333, 0
1334, 0
1335, 0
1336, 0
1337, 0
1338, 0
1339, 0
1340, 1
1341, 0
1342, 0
1343, 0
1344, 0
1345, 0
1346, 1
1347, 1
1348, 1
1349, 0
1350, 0
1351, 0
1352, 0
1353, 1
1354, 0
1355, 1
1356, 0
1357, 0
1358, 1
1359, 1
1360, 0
1361, 0
1362, 0
1363, 0
1364, 1
1365, 1
1366, 0
1367, 1
1368, 0
1369, 0
1370, 1
1371, 0
1372, 0
1373, 1
1374, 0
1375, 0
1376, 1
1377, 1
1378, 0
1379, 1
1380, 0
1381, 1
1382, 0
1383, 0
1384, 1
1385, 0
1386, 0
1387, 0
1388, 1
1389, 1
1390, 0
1391, 0
1392, 0
1393, 0
1394, 1
1395, 1
1396, 0
1397, 0
1398, 1
1399, 1
1400, 1
1401, 1
1402, 1
1403, 1
1404, 0
1405, 0
1406, 1
1407, 0
1408, 0
1409, 0
1410, 1
1411, 1
1412, 1
1413, 1
1414, 1
1415, 0
1416, 0
1417, 0
1418, 0
1419, 0
1420, 0
1421, 1
1422, 1
1423, 0
1424, 0
1425, 1
1426, 0
1427, 0
1428, 0
1429, 1
1430, 1
1431, 0
1432, 0
1433, 0
1434, 0
1435, 1
1436, 0
1437, 0
1438, 0
1439, 0
1440, 0
1441, 0
1442, 1
1443, 1
1444, 1
1445, 1
1446, 0
1447, 0
1448, 0
1449, 1
1450, 0
1451, 1
1452, 0
1453, 1
1454, 0
1455, 0
1456, 1
1457, 1
1458, 1
1459, 1
1460, 1
1461, 0
1462, 0
1463, 1
1464, 0
1465, 1
1466, 0
1467, 0
1468, 0
1469, 0
1470, 1
1471, 1
1472, 1
1473, 1
1474, 0
1475, 1
1476, 0
1477, 0
1478, 1
1479, 0
1480, 1
1481, 0
1482, 1
1483, 1
1484, 1
1485, 1
1486, 1
1487, 1
1488, 1
1489, 0
1490, 1
1491, 0
1492, 1
1493, 1
1494, 0
1495, 0
1496, 1
1497, 1
1498, 1
1499, 1
1500, 0
1501, 1
1502, 1
1503, 0
1504, 0
1505, 0
1506, 0
1507, 0
1508, 1
1509, 0
1510, 0
1511, 0
1512, 0
1513, 1
1514, 0
1515, 1
1516, 0
1517, 0
1518, 1
1519, 1
1520, 0
1521, 1
1522, 1
1523, 0
1524, 0
1525, 1
1526, 0
1527, 1
1528, 0
1529, 1
1530, 1
1531, 0
1532, 0
1533, 1
1534, 0
1535, 0
1536, 0
1537, 0
1538, 0
1539, 0
1540, 1
1541, 0
1542, 0
1543, 0
1544, 1
1545, 0
1546, 0
1547, 1
1548, 1
1549, 1
1550, 1
1551, 1
1552, 1
1553, 1
1554, 1
1555, 1
1556, 0
1557, 1
1558, 1
1559, 1
1560, 1
1561, 1
1562, 0
1563, 1
1564, 0
1565, 1
1566, 0
1567, 1
1568, 1
1569, 1
1570, 0
1571, 1
1572, 1
1573, 1
1574, 1
1575, 1
1576, 1
1577, 1
1578, 1
1579, 1
1580, 1
1581, 0
1582, 0
1583, 0
1584, 1
1585, 1
1586, 1
1587, 1
1588, 0
1589, 1
1590, 0
1591, 1
1592, 1
1593, 0
1594, 1
1595, 1
1596, 0
1597, 0
1598, 0
1599, 1
1600, 0
1601, 0
1602, 1
1603, 1
1604, 0
1605, 1
1606, 0
1607, 0
1608, 1
1609, 0
1610, 0
1611, 0
1612, 0
1613, 1
1614, 1
1615, 1
1616, 1
1617, 0
1618, 0
1619, 0
1620, 0
1621, 1
1622, 1
1623, 0
1624, 1
1625, 1
1626, 0
1627, 0
1628, 0
1629, 1
1630, 0
1631, 0
1632, 0
1633, 0
1634, 1
1635, 1
1636, 0
1637, 1
1638, 0
1639, 0
1640, 0
1641, 1
1642, 1
1643, 0
1644, 0
1645, 0
1646, 0
1647, 0
1648, 0
1649, 1
1650, 1
1651, 0
1652, 0
1653, 1
1654, 1
1655, 1
1656, 0
1657, 1
1658, 0
1659, 0
1660, 0
1661, 1
1662, 0
1663, 0
1664, 0
1665, 0
1666, 1
1667, 0
1668, 1
1669, 0
1670, 0
1671, 0
1672, 0
1673, 1
1674, 0
1675, 1
1676, 1
1677, 1
1678, 0
1679, 0
1680, 0
1681, 0
1682, 1
1683, 0
1684, 0
1685, 0
1686, 0
1687, 0
1688, 0
1689, 1
1690, 0
1691, 1
1692, 0
1693, 1
1694, 1
1695, 1
1696, 0
1697, 0
1698, 1
1699, 1
1700, 1
1701, 0
1702, 0
1703, 0
1704, 0
1705, 1
1706, 0
1707, 1
1708, 1
1709, 1
1710, 0
1711, 1
1712, 1
1713, 0
1714, 0
1715, 1
1716, 0
1717, 1
1718, 0
1719, 0
1720, 0
1721, 1
1722, 0
1723, 0
1724, 1
1725, 1
1726, 0
1727, 0
1728, 1
1729, 1
1730, 1
1731, 0
1732, 0
1733, 0
1734, 0
1735, 0
1736, 1
1737, 1
1738, 1
1739, 0
1740, 1
1741, 1
1742, 0
1743, 0
1744, 0
1745, 0
1746, 1
1747, 1
1748, 0
1749, 0
1750, 0
1751, 1
1752, 0
1753, 0
1754, 1
1755, 0
1756, 1
1757, 0
1758, 0
1759, 1
1760, 1
1761, 1
1762, 0
1763, 1
1764, 1
1765, 1
1766, 0
1767, 1
1768, 0
1769, 0
1770, 0
1771, 1
1772, 1
1773, 0
1774, 0
1775, 0
1776, 0
1777, 1
1778, 0
1779, 1
1780, 0
1781, 1
1782, 1
1783, 0
1784, 1
1785, 1
1786, 0
1787, 0
1788, 1
1789, 0
1790, 1
1791, 1
1792, 0
1793, 1
1794, 1
1795, 1
1796, 0
1797, 1
1798, 0
1799, 0
1800, 1
1801, 1
1802, 1
1803, 1
1804, 1
1805, 0
1806, 1
1807, 0
1808, 1
1809, 1
1810, 0
1811, 0
1812, 0
1813, 0
1814, 0
1815, 1
1816, 0
1817, 1
1818, 0
1819, 0
1820, 1
1821, 0
1822, 0
1823, 0
1824, 1
1825, 1
1826, 0
1827, 1
1828, 0
1829, 1
1830, 1
1831, 1
1832, 1
1833, 1
1834, 1
1835, 1
1836, 1
1837, 0
1838, 1
1839, 0
1840, 0
1841, 1
1842, 0
1843, 0
1844, 0
1845, 0
1846, 1
1847, 1
1848, 0
1849, 1
1850, 0
1851, 1
1852, 0
1853, 0
1854, 0
1855, 0
1856, 1
1857, 0
1858, 1
1859, 0
1860, 1
1861, 0
1862, 0
1863, 0
1864, 0
1865, 0
1866, 0
1867, 1
1868, 1
1869, 0
1870, 1
1871, 1
1872, 0
1873, 0
1874, 1
1875, 0
1876, 0
1877, 1
1878, 0
1879, 1
1880, 0
1881, 0
1882, 0
1883, 0
1884, 0
1885, 0
1886, 0
1887, 0
1888, 1
1889, 1
1890, 1
1891, 0
1892, 0
1893, 1
1894, 0
1895, 1
1896, 1
1897, 0
1898, 1
1899, 1
1900, 1
1901, 0
1902, 1
1903, 0
1904, 0
1905, 0
1906, 1
1907, 0
1908, 0
1909, 0
1910, 0
1911, 0
1912, 1
1913, 0
1914, 1
1915, 0
1916, 1
1917, 1
1918, 0
1919, 0
1920, 1
1921, 0
1922, 1
1923, 0
1924, 0
1925, 1
1926, 0
1927, 0
1928, 1
1929, 1
1930, 1
1931, 0
1932, 0
1933, 0
1934, 0
1935, 1
1936, 1
1937, 1
1938, 0
1939, 0
1940, 0
1941, 0
1942, 0
1943, 0
1944, 0
1945, 0
1946, 0
1947, 1
1948, 1
1949, 0
1950, 1
1951, 1
1952, 0
1953, 0
1954, 1
1955, 1
1956, 1
1957, 1
1958, 1
1959, 0
1960, 0
1961, 0
1962, 1
1963, 0
1964, 1
1965, 0
1966, 1
1967, 1
1968, 1
1969, 0
1970, 0
1971, 1
1972, 0
1973, 1
1974, 1
1975, 0
1976, 0
1977, 0
1978, 1
1979, 1
1980, 1
1981, 0
1982, 0
1983, 1
1984, 1
1985, 1
1986, 0
1987, 0
1988, 0
1989, 1
1990, 1
1991, 0
1992, 1
1993, 1
1994, 1
1995, 1
1996, 1
1997, 0
1998, 0
1999, 0
2000, 0
2001, 1
2002, 1
2003, 0
2004, 1
2005, 1
2006, 1
2007, 1
2008, 1
2009, 1
2010, 1
2011, 0
2012, 1
2013, 0
2014, 0
2015, 1
2016, 1
2017, 1
2018, 1
2019, 1
2020, 1
2021, 0
2022, 0
2023, 1
2024, 0
2025, 0
2026, 0
2027, 0
2028, 1
2029, 0
2030, 0
2031, 1
2032, 0
2033, 0
2034, 0
2035, 1
2036, 1
2037, 1
2038, 0
2039, 1
2040, 0
2041, 1
2042, 1
2043, 1
2044, 1
2045, 1
2046, 1
2047, 1
2048, 1
2049, 1
2050, 1
2051, 1
2052, 1
2053, 0
2054, 0
2055, 0
2056, 1
2057, 1
2058, 0
2059, 0
2060, 1
2061, 0
2062, 1
2063, 1
2064, 1
2065, 0
2066, 0
2067, 0
2068, 0
2069, 1
2070, 0
2071, 0
2072, 0
2073, 0
2074, 0
2075, 0
2076, 1
2077, 1
2078, 1
2079, 0
2080, 0
2081, 0
2082, 0
2083, 0
2084, 1
2085, 0
2086, 0
2087, 1
2088, 0
2089, 1
2090, 1
2091, 1
2092, 0
2093, 1
2094, 1
2095, 0
2096, 0
2097, 0
2098, 1
2099, 1
2100, 1
2101, 0
2102, 0
2103, 1
2104, 1
2105, 0
2106, 0
2107, 0
2108, 1
2109, 0
2110, 0
2111, 1
2112, 1
2113, 1
2114, 0
2115, 0
2116, 1
2117, 1
2118, 0
2119, 1
2120, 0
2121, 0
2122, 0
2123, 1
2124, 0
2125, 1
2126, 0
2127, 1
2128, 0
2129, 0
2130, 1
2131, 1
2132, 0
2133, 1
2134, 0
2135, 1
2136, 0
2137, 1
2138, 1
2139, 0
2140, 1
2141, 1
2142, 0
2143, 1
2144, 0
2145, 1
2146, 0
2147, 0
2148, 1
2149, 1
2150, 0
2151, 0
2152, 0
2153, 1
2154, 1
2155, 0
2156, 1
2157, 1
2158, 0
2159, 1
2160, 1
2161, 1
2162, 1
2163, 0
2164, 0
2165, 1
2166, 0
2167, 1
2168, 0
2169, 0
2170, 1
2171, 0
2172, 1
2173, 1
2174, 1
2175, 1
2176, 1
2177, 1
2178, 1
2179, 0
2180, 1
2181, 1
2182, 0
2183, 0
2184, 1
2185, 0
2186, 0
2187, 0
2188, 1
2189, 1
2190, 1
2191, 1
2192, 0
2193, 1
2194, 1
2195, 1
2196, 1
2197, 0
2198, 1
2199, 1
2200, 0
2201, 0
2202, 1
2203, 1
2204, 1
2205, 1
2206, 0
2207, 0
2208, 1
2209, 1
2210, 0
2211, 1
2212, 1
2213, 0
2214, 0
2215, 1
2216, 1
2217, 1
2218, 0
2219, 1
2220, 1
2221, 1
2222, 0
2223, 0
2224, 1
2225, 0
2226, 0
2227, 1
2228, 1
2229, 1
2230, 0
2231, 0
2232, 1
2233, 0
2234, 0
2235, 1
2236, 1
2237, 1
2238, 1
2239, 1
2240, 1
2241, 1
2242, 0
2243, 0
2244, 0
2245, 0
2246, 1
2247, 1
2248, 1
2249, 0
2250, 0
2251, 0
2252, 0
2253, 1
2254, 0
2255, 1
2256, 0
2257, 1
2258, 0
2259, 0
2260, 0
2261, 1
2262, 0
2263, 1
2264, 0
2265, 1
2266, 0
2267, 1
2268, 0
2269, 1
2270, 0
2271, 0
2272, 1
2273, 0
2274, 0
2275, 0
2276, 1
2277, 0
2278, 0
2279, 1
2280, 1
2281, 1
2282, 1
2283, 1
2284, 1
2285, 1
2286, 0
2287, 1
2288, 0
2289, 0
2290, 1
2291, 1
2292, 0
2293, 1
2294, 1
2295, 0
2296, 1
2297, 0
2298, 1
2299, 1
2300, 1
2301, 1
2302, 1
2303, 1
2304, 1
2305, 1
2306, 1
2307, 0
2308, 0
2309, 0
2310, 1
2311, 1
2312, 1
2313, 0
2314, 0
2315, 0
2316, 0
2317, 1
2318, 0
2319, 0
2320, 0
2321, 0
2322, 0
2323, 1
2324, 0
2325, 1
2326, 1
2327, 0
2328, 0
2329, 0
2330, 0
2331, 0
2332, 0
2333, 0
2334, 0
2335, 0
2336, 1
2337, 0
2338, 0
2339, 0
2340, 0
2341, 0
2342, 0
2343, 1
2344, 1
2345, 1
2346, 0
2347, 1
2348, 0
2349, 0
2350, 1
2351, 1
2352, 1
2353, 0
2354, 0
2355, 1
2356, 0
2357, 1
2358, 1
2359, 0
2360, 1
2361, 1
2362, 1
2363, 1
2364, 0
2365, 1
2366, 1
2367, 1
2368, 0
2369, 1
2370, 1
2371, 0
2372, 1
2373, 1
2374, 0
2375, 0
2376, 1
2377, 0
2378, 1
2379, 1
2380, 1
2381, 0
2382, 0
Confusion matrix [[848, 382],
 [350, 803]]
Precision score: [0.70784641 0.67763713]
Recall score: [0.68943089 0.69644406]
F1 score: [0.6985173  0.68691189]
Accuracy score: 0.692824
