['neg', 'pos']
860, 1
861, 0
862, 0
863, 0
864, 0
865, 0
866, 0
867, 1
868, 1
869, 0
870, 1
871, 0
872, 0
873, 0
874, 1
875, 1
876, 0
877, 1
878, 1
879, 0
880, 1
881, 1
882, 1
883, 0
884, 0
885, 0
886, 0
887, 0
888, 1
889, 1
890, 0
891, 0
892, 1
893, 0
894, 0
895, 1
896, 1
897, 1
898, 0
899, 0
900, 0
901, 1
902, 0
903, 1
904, 0
905, 0
906, 0
907, 1
908, 1
909, 0
910, 0
911, 1
912, 1
913, 0
914, 1
915, 0
916, 0
917, 1
918, 1
919, 1
920, 1
921, 0
922, 0
923, 1
924, 0
925, 1
926, 0
927, 1
928, 0
929, 1
930, 1
931, 1
932, 1
933, 1
934, 1
935, 0
936, 1
937, 0
938, 0
939, 1
940, 0
941, 1
942, 1
943, 0
944, 1
945, 0
946, 0
947, 1
948, 1
949, 1
950, 0
951, 0
952, 0
953, 0
954, 1
955, 0
956, 0
957, 1
958, 1
959, 0
960, 0
961, 1
962, 1
963, 1
964, 0
965, 1
966, 0
967, 0
968, 0
969, 0
970, 1
971, 1
972, 1
973, 0
974, 0
975, 1
976, 0
977, 0
978, 1
979, 1
980, 1
981, 1
982, 1
983, 1
984, 1
985, 0
986, 0
987, 0
988, 1
989, 1
990, 0
991, 0
992, 1
993, 1
994, 1
995, 0
996, 1
997, 1
998, 0
999, 0
1000, 1
1001, 1
1002, 1
1003, 1
1004, 1
1005, 1
1006, 0
1007, 0
1008, 1
1009, 0
1010, 1
1011, 1
1012, 0
1013, 0
1014, 1
1015, 0
1016, 0
1017, 0
1018, 1
1019, 0
1020, 1
1021, 1
1022, 0
1023, 1
1024, 1
1025, 1
1026, 0
1027, 1
1028, 1
1029, 0
1030, 1
1031, 1
1032, 1
1033, 0
1034, 1
1035, 0
1036, 0
1037, 0
1038, 0
1039, 0
1040, 1
1041, 1
1042, 0
1043, 0
1044, 0
1045, 1
1046, 0
1047, 0
1048, 0
1049, 1
1050, 0
1051, 0
1052, 1
1053, 1
1054, 1
1055, 0
1056, 0
1057, 0
1058, 1
1059, 1
1060, 1
1061, 0
1062, 0
1063, 1
1064, 0
1065, 1
1066, 0
1067, 1
1068, 1
1069, 1
1070, 1
1071, 1
1072, 0
1073, 1
1074, 0
1075, 1
1076, 0
1077, 1
1078, 1
1079, 0
1080, 1
1081, 1
1082, 0
1083, 1
1084, 1
1085, 0
1086, 1
1087, 1
1088, 0
1089, 1
1090, 0
1091, 0
1092, 1
1093, 0
1094, 0
1095, 1
1096, 1
1097, 0
1098, 0
1099, 1
1100, 1
1101, 0
1102, 1
1103, 1
1104, 1
1105, 0
1106, 0
1107, 0
1108, 1
1109, 0
1110, 0
1111, 1
1112, 1
1113, 1
1114, 0
1115, 0
1116, 0
1117, 1
1118, 1
1119, 0
1120, 0
1121, 1
1122, 1
1123, 1
1124, 1
1125, 0
1126, 0
1127, 1
1128, 0
1129, 0
1130, 1
1131, 1
1132, 1
1133, 1
1134, 0
1135, 1
1136, 0
1137, 1
1138, 1
1139, 0
1140, 1
1141, 0
1142, 1
1143, 1
1144, 1
1145, 1
1146, 1
1147, 1
1148, 0
1149, 0
1150, 0
1151, 0
1152, 0
1153, 0
1154, 1
1155, 0
1156, 1
1157, 0
1158, 1
1159, 1
1160, 1
1161, 1
1162, 1
1163, 1
1164, 1
1165, 0
1166, 0
1167, 1
1168, 0
1169, 0
1170, 0
1171, 1
1172, 0
1173, 0
1174, 1
1175, 0
1176, 1
1177, 0
1178, 1
1179, 0
1180, 0
1181, 1
1182, 0
1183, 1
1184, 1
1185, 1
1186, 1
1187, 0
1188, 1
1189, 0
1190, 0
1191, 1
1192, 1
1193, 1
1194, 0
1195, 1
1196, 1
1197, 1
1198, 0
1199, 0
1200, 1
1201, 1
1202, 0
1203, 0
1204, 0
1205, 0
1206, 0
1207, 0
1208, 0
1209, 1
1210, 1
1211, 1
1212, 0
1213, 0
1214, 0
1215, 1
1216, 1
1217, 0
1218, 1
1219, 0
1220, 1
1221, 1
1222, 0
1223, 1
1224, 1
1225, 1
1226, 0
1227, 0
1228, 1
1229, 0
1230, 0
1231, 1
1232, 0
1233, 1
1234, 1
1235, 1
1236, 0
1237, 0
1238, 1
1239, 1
1240, 1
1241, 1
1242, 1
1243, 0
1244, 1
1245, 1
1246, 0
1247, 0
1248, 0
1249, 0
1250, 0
1251, 0
1252, 0
1253, 1
1254, 1
1255, 0
1256, 1
1257, 1
1258, 1
1259, 1
1260, 0
1261, 1
1262, 1
1263, 1
1264, 0
1265, 0
1266, 0
1267, 0
1268, 0
1269, 0
1270, 1
1271, 0
1272, 1
1273, 0
1274, 0
1275, 0
1276, 1
1277, 1
1278, 0
1279, 1
1280, 1
1281, 1
1282, 0
1283, 0
1284, 0
1285, 1
1286, 1
1287, 0
1288, 1
1289, 0
1290, 0
1291, 0
1292, 1
1293, 1
1294, 0
1295, 1
1296, 0
1297, 1
1298, 1
1299, 0
1300, 1
1301, 0
1302, 1
1303, 0
1304, 1
1305, 1
1306, 1
1307, 1
1308, 0
1309, 0
1310, 0
1311, 0
1312, 0
1313, 0
1314, 0
1315, 1
1316, 0
1317, 1
1318, 0
1319, 1
1320, 0
1321, 1
1322, 1
1323, 0
1324, 0
1325, 0
1326, 0
1327, 0
1328, 0
1329, 0
1330, 1
1331, 0
1332, 0
1333, 1
1334, 0
1335, 0
1336, 0
1337, 0
1338, 0
1339, 1
1340, 0
1341, 1
1342, 0
1343, 1
1344, 0
1345, 0
1346, 1
1347, 1
1348, 1
1349, 0
1350, 0
1351, 0
1352, 1
1353, 0
1354, 0
1355, 1
1356, 0
1357, 1
1358, 1
1359, 1
1360, 0
1361, 1
1362, 0
1363, 0
1364, 0
1365, 0
1366, 0
1367, 0
1368, 0
1369, 1
1370, 0
1371, 0
1372, 0
1373, 0
1374, 0
1375, 0
1376, 0
1377, 0
1378, 1
1379, 1
1380, 1
1381, 1
1382, 0
1383, 0
1384, 1
1385, 1
1386, 0
1387, 0
1388, 1
1389, 1
1390, 1
1391, 1
1392, 0
1393, 0
1394, 1
1395, 0
1396, 1
1397, 0
1398, 1
1399, 1
1400, 0
1401, 1
1402, 1
1403, 1
1404, 0
1405, 1
1406, 1
1407, 1
1408, 0
1409, 0
1410, 1
1411, 1
1412, 0
1413, 0
1414, 1
1415, 0
1416, 0
1417, 0
1418, 1
1419, 0
1420, 0
1421, 1
1422, 0
1423, 0
1424, 0
1425, 1
1426, 0
1427, 0
1428, 0
1429, 1
1430, 1
1431, 0
1432, 1
1433, 1
1434, 1
1435, 0
1436, 0
1437, 0
1438, 0
1439, 0
1440, 0
1441, 0
1442, 1
1443, 1
1444, 0
1445, 1
1446, 0
1447, 1
1448, 0
1449, 1
1450, 0
1451, 0
1452, 0
1453, 0
1454, 0
1455, 0
1456, 1
1457, 1
1458, 1
1459, 0
1460, 1
1461, 0
1462, 1
1463, 0
1464, 1
1465, 1
1466, 0
1467, 0
1468, 0
1469, 0
1470, 1
1471, 0
1472, 0
1473, 1
1474, 0
1475, 0
1476, 0
1477, 0
1478, 0
1479, 1
1480, 1
1481, 0
1482, 0
1483, 0
1484, 0
1485, 1
1486, 1
1487, 1
1488, 1
1489, 1
1490, 0
1491, 1
1492, 1
1493, 0
1494, 0
1495, 1
1496, 0
1497, 1
1498, 1
1499, 1
1500, 1
1501, 1
1502, 0
1503, 0
1504, 1
1505, 0
1506, 0
1507, 0
1508, 1
1509, 1
1510, 0
1511, 1
1512, 1
1513, 0
1514, 1
1515, 1
1516, 0
1517, 0
1518, 1
1519, 0
1520, 0
1521, 1
1522, 0
1523, 1
1524, 0
1525, 1
1526, 1
1527, 1
1528, 0
1529, 1
1530, 1
1531, 0
1532, 0
1533, 1
1534, 0
1535, 1
1536, 1
1537, 0
1538, 1
1539, 0
1540, 0
1541, 0
1542, 1
1543, 0
1544, 1
1545, 1
1546, 1
1547, 1
1548, 1
1549, 0
1550, 0
1551, 0
1552, 1
1553, 1
1554, 1
1555, 1
1556, 0
1557, 1
1558, 1
1559, 1
1560, 0
1561, 0
1562, 0
1563, 1
1564, 0
1565, 0
1566, 0
1567, 0
1568, 1
1569, 1
1570, 0
1571, 1
1572, 0
1573, 1
1574, 1
1575, 1
1576, 1
1577, 0
1578, 1
1579, 1
1580, 1
1581, 0
1582, 0
1583, 0
1584, 0
1585, 0
1586, 0
1587, 1
1588, 0
1589, 0
1590, 0
1591, 1
1592, 0
1593, 0
1594, 0
1595, 1
1596, 0
1597, 0
1598, 1
1599, 0
1600, 0
1601, 0
1602, 1
1603, 1
1604, 0
1605, 1
1606, 0
1607, 1
1608, 1
1609, 0
1610, 0
1611, 0
1612, 0
1613, 1
1614, 0
1615, 1
1616, 0
1617, 1
1618, 1
1619, 1
1620, 0
1621, 0
1622, 1
1623, 0
1624, 1
1625, 1
1626, 0
1627, 0
1628, 1
1629, 0
1630, 0
1631, 0
1632, 0
1633, 0
1634, 0
1635, 1
1636, 1
1637, 1
1638, 0
1639, 0
1640, 0
1641, 1
1642, 1
1643, 1
1644, 0
1645, 0
1646, 0
1647, 0
1648, 0
1649, 1
1650, 0
1651, 0
1652, 0
1653, 0
1654, 1
1655, 1
1656, 0
1657, 1
1658, 1
1659, 1
1660, 0
1661, 1
1662, 0
1663, 0
1664, 0
1665, 0
1666, 0
1667, 1
1668, 0
1669, 1
1670, 0
1671, 1
1672, 0
1673, 1
1674, 0
1675, 1
1676, 1
1677, 0
1678, 1
1679, 0
1680, 0
1681, 1
1682, 1
1683, 1
1684, 1
1685, 1
1686, 0
1687, 0
1688, 0
1689, 1
1690, 0
1691, 1
1692, 1
1693, 1
1694, 1
1695, 1
1696, 1
1697, 1
1698, 1
1699, 1
1700, 0
1701, 0
1702, 1
1703, 1
1704, 0
1705, 1
1706, 0
1707, 1
1708, 1
1709, 0
1710, 0
1711, 1
1712, 1
1713, 0
1714, 0
1715, 1
1716, 0
1717, 1
1718, 1
1719, 0
1720, 1
1721, 1
1722, 0
1723, 0
1724, 1
1725, 1
1726, 0
1727, 1
1728, 1
1729, 1
1730, 0
1731, 0
1732, 1
1733, 0
1734, 0
1735, 0
1736, 0
1737, 1
1738, 1
1739, 0
1740, 0
1741, 1
1742, 0
1743, 0
1744, 1
1745, 1
1746, 0
1747, 1
1748, 0
1749, 1
1750, 0
1751, 1
1752, 1
1753, 0
1754, 0
1755, 0
1756, 0
1757, 0
1758, 0
1759, 0
1760, 0
1761, 0
1762, 0
1763, 1
1764, 0
1765, 1
1766, 1
1767, 1
1768, 1
1769, 1
1770, 1
1771, 0
1772, 1
1773, 0
1774, 0
1775, 0
1776, 1
1777, 1
1778, 1
1779, 1
1780, 0
1781, 1
1782, 0
1783, 0
1784, 1
1785, 0
1786, 0
1787, 0
1788, 1
1789, 1
1790, 0
1791, 1
1792, 1
1793, 0
1794, 1
1795, 0
1796, 1
1797, 1
1798, 1
1799, 0
1800, 1
1801, 1
1802, 1
1803, 1
1804, 1
1805, 0
1806, 1
1807, 0
1808, 1
1809, 1
1810, 0
1811, 1
1812, 0
1813, 0
1814, 1
1815, 0
1816, 0
1817, 1
1818, 0
1819, 0
1820, 1
1821, 0
1822, 0
1823, 0
1824, 1
1825, 1
1826, 0
1827, 0
1828, 0
1829, 1
1830, 1
1831, 0
1832, 1
1833, 1
1834, 0
1835, 1
1836, 1
1837, 1
1838, 1
1839, 0
1840, 0
1841, 1
1842, 1
1843, 1
1844, 0
1845, 0
1846, 1
1847, 0
1848, 0
1849, 0
1850, 0
1851, 1
1852, 0
1853, 0
1854, 1
1855, 1
1856, 1
1857, 1
1858, 0
1859, 0
1860, 1
1861, 1
1862, 0
1863, 0
1864, 0
1865, 0
1866, 0
1867, 1
1868, 1
1869, 0
1870, 1
1871, 0
1872, 0
1873, 0
1874, 0
1875, 1
1876, 0
1877, 1
1878, 0
1879, 1
1880, 0
1881, 0
1882, 1
1883, 0
1884, 0
1885, 1
1886, 1
1887, 0
1888, 1
1889, 1
1890, 1
1891, 0
1892, 0
1893, 1
1894, 0
1895, 0
1896, 1
1897, 0
1898, 1
1899, 0
1900, 1
1901, 1
1902, 0
1903, 1
1904, 0
1905, 1
1906, 1
1907, 0
1908, 0
1909, 0
1910, 0
1911, 0
1912, 1
1913, 0
1914, 0
1915, 1
1916, 1
1917, 0
1918, 1
1919, 1
1920, 0
1921, 1
1922, 0
1923, 1
1924, 0
1925, 1
1926, 0
1927, 0
1928, 1
1929, 1
1930, 1
1931, 1
1932, 0
1933, 0
1934, 0
1935, 1
1936, 1
1937, 1
1938, 0
1939, 1
1940, 0
1941, 0
1942, 1
1943, 0
1944, 0
1945, 0
1946, 1
1947, 0
1948, 0
1949, 1
1950, 0
1951, 1
1952, 0
1953, 0
1954, 1
1955, 1
1956, 0
1957, 1
1958, 1
1959, 0
1960, 0
1961, 0
1962, 0
1963, 1
1964, 1
1965, 0
1966, 1
1967, 0
1968, 1
1969, 0
1970, 0
1971, 0
1972, 0
1973, 0
1974, 0
1975, 0
1976, 0
1977, 0
1978, 1
1979, 0
1980, 1
1981, 0
1982, 0
1983, 1
1984, 1
1985, 0
1986, 1
1987, 0
1988, 0
1989, 1
1990, 1
1991, 0
1992, 0
1993, 0
1994, 1
1995, 0
1996, 0
1997, 0
1998, 0
1999, 0
2000, 1
2001, 1
2002, 0
2003, 0
2004, 1
2005, 1
2006, 0
2007, 0
2008, 1
2009, 1
2010, 0
2011, 0
2012, 1
2013, 0
2014, 1
2015, 1
2016, 1
2017, 1
2018, 1
2019, 1
2020, 0
2021, 0
2022, 0
2023, 1
2024, 0
2025, 0
2026, 0
2027, 0
2028, 1
2029, 1
2030, 0
2031, 1
2032, 0
2033, 0
2034, 0
2035, 1
2036, 0
2037, 1
2038, 0
2039, 0
2040, 1
2041, 1
2042, 1
2043, 1
2044, 0
2045, 0
2046, 1
2047, 1
2048, 1
2049, 1
2050, 0
2051, 1
2052, 1
2053, 0
2054, 0
2055, 0
2056, 1
2057, 0
2058, 0
2059, 0
2060, 0
2061, 0
2062, 0
2063, 0
2064, 1
2065, 1
2066, 0
2067, 1
2068, 0
2069, 0
2070, 1
2071, 1
2072, 1
2073, 0
2074, 1
2075, 0
2076, 1
2077, 0
2078, 1
2079, 0
2080, 0
2081, 0
2082, 0
2083, 0
2084, 1
2085, 0
2086, 0
2087, 0
2088, 1
2089, 0
2090, 1
2091, 0
2092, 1
2093, 1
2094, 0
2095, 1
2096, 0
2097, 0
2098, 1
2099, 1
2100, 1
2101, 1
2102, 0
2103, 1
2104, 0
2105, 0
2106, 1
2107, 0
2108, 1
2109, 1
2110, 0
2111, 1
2112, 1
2113, 0
2114, 1
2115, 0
2116, 0
2117, 0
2118, 1
2119, 1
2120, 1
2121, 1
2122, 1
2123, 1
2124, 0
2125, 1
2126, 0
2127, 1
2128, 1
2129, 0
2130, 0
2131, 1
2132, 0
2133, 1
2134, 0
2135, 0
2136, 0
2137, 1
2138, 0
2139, 1
2140, 1
2141, 0
2142, 1
2143, 1
2144, 0
2145, 1
2146, 0
2147, 0
2148, 1
2149, 0
2150, 1
2151, 0
2152, 1
2153, 0
2154, 1
2155, 1
2156, 1
2157, 1
2158, 0
2159, 0
2160, 1
2161, 1
2162, 1
2163, 1
2164, 1
2165, 1
2166, 1
2167, 1
2168, 0
2169, 1
2170, 1
2171, 1
2172, 1
2173, 1
2174, 1
2175, 0
2176, 0
2177, 1
2178, 1
2179, 1
2180, 1
2181, 0
2182, 0
2183, 1
2184, 1
2185, 0
2186, 0
2187, 0
2188, 1
2189, 0
2190, 0
2191, 1
2192, 1
2193, 1
2194, 0
2195, 1
2196, 1
2197, 0
2198, 0
2199, 0
2200, 0
2201, 0
2202, 1
2203, 1
2204, 1
2205, 0
2206, 0
2207, 0
2208, 1
2209, 0
2210, 1
2211, 1
2212, 1
2213, 0
2214, 0
2215, 1
2216, 0
2217, 1
2218, 0
2219, 1
2220, 0
2221, 1
2222, 1
2223, 0
2224, 1
2225, 0
2226, 1
2227, 0
2228, 0
2229, 0
2230, 0
2231, 0
2232, 1
2233, 1
2234, 0
2235, 1
2236, 1
2237, 1
2238, 1
2239, 0
2240, 1
2241, 0
2242, 0
2243, 0
2244, 0
2245, 0
2246, 0
2247, 1
2248, 0
2249, 1
2250, 0
2251, 0
2252, 1
2253, 0
2254, 0
2255, 1
2256, 1
2257, 1
2258, 0
2259, 1
2260, 1
2261, 1
2262, 1
2263, 1
2264, 0
2265, 0
2266, 0
2267, 1
2268, 0
2269, 1
2270, 1
2271, 0
2272, 0
2273, 0
2274, 0
2275, 1
2276, 1
2277, 0
2278, 1
2279, 1
2280, 0
2281, 1
2282, 1
2283, 0
2284, 1
2285, 0
2286, 0
2287, 1
2288, 0
2289, 0
2290, 0
2291, 1
2292, 0
2293, 0
2294, 0
2295, 0
2296, 1
2297, 1
2298, 0
2299, 1
2300, 1
2301, 1
2302, 1
2303, 1
2304, 1
2305, 0
2306, 1
2307, 1
2308, 0
2309, 0
2310, 1
2311, 1
2312, 1
2313, 0
2314, 0
2315, 0
2316, 0
2317, 1
2318, 1
2319, 0
2320, 0
2321, 1
2322, 0
2323, 1
2324, 0
2325, 1
2326, 0
2327, 0
2328, 0
2329, 0
2330, 0
2331, 0
2332, 0
2333, 0
2334, 0
2335, 1
2336, 1
2337, 0
2338, 1
2339, 0
2340, 0
2341, 0
2342, 0
2343, 1
2344, 0
2345, 1
2346, 0
2347, 0
2348, 0
2349, 1
2350, 1
2351, 1
2352, 1
2353, 0
2354, 0
2355, 0
2356, 0
2357, 1
2358, 1
2359, 0
2360, 1
2361, 1
2362, 1
2363, 1
2364, 0
2365, 0
2366, 0
2367, 1
2368, 0
2369, 0
2370, 1
2371, 0
2372, 1
2373, 1
2374, 0
2375, 1
2376, 0
2377, 1
2378, 1
2379, 0
2380, 1
2381, 0
2382, 0
Confusion matrix [[1016,  214],
 [ 194,  959]]
Precision score: [0.83966942 0.81756181]
Recall score: [0.82601626 0.83174328]
F1 score: [0.83278689 0.82459157]
Accuracy score: 0.828787
